meanZCR,stdZCR,meanSpecCentroid,stdSpecCentroid,meanSpecContrast,stdSpecContrast,meanSpecBandwidth,stdSpecBandwidth,meanSpecRollof,stdSpecRollof,meanMFCC_1,stdMFCC_1,meanMFCC_2,stdMFCC_2,meanMFCC_3,stdMFCC_3,meanMFCC_4,stdMFCC_4,meanMFCC_5,stdMFCC_5,meanMFCC_6,stdMFCC_6,meanMFCC_7,stdMFCC_7,meanMFCC_8,stdMFCC_8,meanMFCC_9,stdMFCC_9,meanMFCC_10,stdMFCC_10,meanMFCC_11,stdMFCC_11,meanMFCC_12,stdMFCC_12,meanMFCC_13,stdMFCC_13,genre
-0.5058710282390234,-0.7843432516998987,-0.3814075410063482,-0.6911474856889079,-0.10729088571843004,0.3499015826805716,-0.18727994894502298,-0.5722645120353036,-0.23666809204206707,-0.4553562796587797,0.14782084135669993,-0.734165475884946,-0.14267157749423892,-0.5087289938077939,0.26837168365740915,-0.5439693843831802,-0.12747166462032347,-0.5439271806323267,0.24025016302742036,-0.5662601750026846,-0.3161548161540988,-0.49874373288353613,0.455135401404268,-0.2208633248420815,-0.08720706110200599,-0.39453097613496424,0.09085640083524482,-0.1143780912037149,-0.17478155389475009,-0.7169310403195819,0.37975652209938876,-0.8263312857877194,0.06519170624616799,-0.8024776283083415,0.24332482293851432,-0.6097040690601715,blues
-0.7895557934393853,-0.7267590470453935,-0.5596809536722697,-0.4634329830230647,-0.21465187103669248,0.2747412537160676,-0.1395012012355603,-0.41469023849799924,-0.3338167215126331,0.0188360258585345,0.08328269671062372,-0.6093411345857643,0.2967213330476639,-0.2959345221163753,0.24392338734410401,-0.3793165328201181,0.21209673601189982,-0.24518100055311542,0.3168140702312443,-0.4814497951075185,-0.004513650028516669,0.8350143577599911,0.662993698983686,-0.08243267381580743,0.10530270575163792,0.3158611549088246,0.0673462518101442,0.10346007444193095,0.11225397137876586,-0.6113766330844453,0.46618503858675797,-0.7713349586672601,0.27059561847544045,-0.48003829065787496,0.2864451272294934,-0.5460679244915917,blues
-0.5900985005020455,-0.5566171132193195,-0.5007261871479893,-0.5206686976371431,0.11084071322233591,0.34220151427441237,-0.3521452279725519,-0.704373078927035,-0.4132411177422053,-0.48689596478588315,0.2777680680104264,-0.3195242088591038,-0.16932163216152862,-0.47173913932915934,0.1059744756052825,-0.505016337144785,-0.37530033139719277,-0.3797729213322114,0.3829878839948545,-0.4558812778550093,-0.25608027518085713,-0.004410485210690762,0.23305897548146415,0.40180903332851114,-0.06972460343287623,-0.5585010207333745,-0.1418245456770393,-0.16633821726681286,-0.3542155059914144,-0.6647039402517803,0.180107390509138,-0.7515518769385721,-0.09446729325607195,-0.6474500053963635,-0.18293838166228846,-0.5303003099490713,blues
-0.943024056693802,-0.9201295279580526,-0.8729667703747993,-0.7439289022415652,-0.06954388172646109,0.0434304690708458,-0.6356848022458291,-0.5960139154096358,-0.7726588209046795,-0.5509064608097655,0.48578245041846135,-0.5825676022934501,0.19911240383121623,-0.5219922999857926,-0.002786137740926453,-0.680760327642985,0.2558717921585863,-0.48520354257340903,-0.011188485776362667,-0.5118251036067739,0.3150772583235353,-0.4845662597764162,0.2484907522894229,-0.4120998281381827,0.4697055083129368,-0.5130877402980086,-0.030966025476522663,-0.7474648688325005,0.2930442324118494,-0.776384374999719,0.10499181931143961,-0.9254917321773747,0.20296018282125033,-0.8475044931617297,-0.11609248518622464,-0.7086451344569589,blues
-0.20544034786360965,-0.400993145879738,-0.23611239394035244,-0.24381445234988253,0.19038162205885323,0.27076880909997425,-0.3103270068823294,-0.5320991168530592,-0.19814577252248056,-0.129946252447523,0.06445669921870056,0.050365068337538066,-0.28602502942353614,-0.5791745320056573,-0.025670360298132633,-0.32784617677339534,-0.8220264209460771,-0.351385642711019,0.12658447603237266,-0.18488662521706223,-0.5728341411649306,-0.05649806936406576,0.02457500632661154,0.29592469248807984,-0.21213281385999372,-0.06041681196058968,-0.2530224771792754,0.135570603475484,-0.43603377137429333,-0.6724663464319335,-0.18033724130849496,-0.7172122755065431,0.16649390276236425,-0.22219297034548258,-0.36799044531355446,-0.2789965990193459,blues
-0.7313019160712655,-0.9013198299995597,-0.7114792867427533,-0.7332468858156495,0.04930729449804927,-0.1578884732802075,-0.57859900127526,-0.5420071471134061,-0.625423739317431,-0.41862055401709486,0.5534688895153839,-0.435751116970733,-0.05792188276885343,-0.08581153990452384,0.052137503009135555,-0.3271813830312399,-0.4576547462657081,-0.4205628914229479,0.005148550665538237,-0.37463949855101597,-0.5882224466206396,-0.4773966033710866,0.06805527849650159,-0.2616919162911322,0.05162547877049872,-0.3315687374447418,-0.2908246408858842,-0.3789597736847725,-0.3150845611533374,-0.8820933420413323,-0.18814798252838782,-0.702223079636107,-0.22139735564514162,-0.6050310904919575,-0.3312291998411881,-0.7224449714172264,blues
-0.6174828018289393,-0.6670864331627367,-0.4974136790649488,-0.34162575829274866,0.4101334864509858,0.053986209139041286,-0.5237934699802806,-0.392305006854193,-0.39340980782221224,-0.20822164441701152,0.08606734572757824,0.3299703254163473,-0.28764248764407313,-0.08221583261891596,0.18059718183854045,0.06882441654185745,0.1595261066658728,1.0,-0.13822254984548793,0.2775999563590248,-0.46104135954688996,0.3426098122651322,-0.05288096567064451,-0.08391391741732801,0.05849993442053758,-0.16615297160695763,-0.6827929428193211,0.466578824991573,-0.22164887951554285,-0.5373269058259977,-0.03855732288249708,-0.680014597642452,-0.010023584895120285,-0.5116834006287133,-0.5363345182674384,-0.4593063817803056,blues
-0.7166471657248126,-0.886927579882853,-0.5524239647481457,-0.7311962501616249,0.07180988740915728,0.06336798120473564,-0.3574228095801857,-0.6874185946543823,-0.4217313973017023,-0.5410153542970526,0.31254713691684133,-0.6848115599628425,-0.21142067983587653,-0.4527091361024217,0.20789257261281846,-0.36958190025213256,0.016781678858677245,-0.18712789104547856,0.2918811997135883,-0.3243877150820462,-0.6422348526205621,0.12745830663996371,0.49734472541146235,0.11995414669455728,-0.14671987676792198,0.32235670399585414,-0.3756696904607056,0.45348591010694306,-0.0740351272039643,-0.5143833901294754,-0.31722567544955965,-0.7277253607731624,0.1850425506070055,-0.17226653560835636,-0.40758889401603515,-0.5757527547937239,blues
-0.6104624627614993,-0.6883929950209469,-0.386584958557619,-0.516243584829118,0.19140643510178812,0.5573458660055326,-0.15666840250738168,-0.516733082720793,-0.2195016143925731,-0.28588397563851475,0.13119870281996504,-0.42780779539115743,-0.061568111980254,-0.5095876116051837,0.3441878534688889,-0.4330313558379443,-0.13981518316005456,-0.4910448726151201,0.28031973914242836,-0.18210377097820585,-0.547188731273175,-0.6274502126506144,0.5700866602058278,-0.2807765674581877,-0.08890866890594101,-0.7828718470723455,0.45482525243739935,-0.6197594332323186,-0.05175104120849308,-0.8163431301811728,0.27284858552564295,-0.7785956196674355,-0.35228982594445335,-0.6343004662689056,0.1636835727803332,-0.6864180042595956,blues
-0.5164762212983478,-0.6765889617510417,-0.3024180916474235,-0.4617188089990445,-0.016840912921194384,0.2735450989143302,-0.13088971287762896,-0.5332499312167823,-0.12116310632680749,-0.3280901237030601,0.01837432261881733,-0.2570618424565575,0.012627877707491034,-0.3036314618509013,0.2843526944814534,-0.17023205609806857,-0.5004921399830596,-0.019856920065452366,0.24190464436031173,0.4491533406009751,-0.19862911041320686,0.006332989832422253,0.28016681104494795,-0.2901890894815202,-0.10947081412266163,-0.4373309743469356,-0.11599015081069516,-0.19534343431446288,-0.21775954191684188,-0.6075645791854719,0.22286290391964386,-0.6496880967171854,0.17427244821633106,-0.6707049560192122,-0.23612262122880742,-0.3172296255187561,blues
-0.5292721584638236,-0.9163807505266399,-0.5226645779737149,-0.7350493120889362,0.06384577410070591,0.36199457554053294,-0.5613519124537674,-0.5459939598799647,-0.48282422642398093,-0.546016890531017,0.2667118325616411,-0.38361742485383477,-0.4921999232991502,-0.5784181861870169,-0.07342043893480021,-0.008925842026886954,-0.5241847508402732,-0.5160755225650324,-0.09916115099986728,-0.24808983292604747,-0.308177153021964,-0.10023878627168492,0.3652975885615778,-0.2505523442456037,0.18080098602439373,-0.5410552229844263,-0.3423517658690381,-0.4312263405099208,-0.06972441315482528,-0.7005584184518412,0.04679201042329227,-0.8679558435655195,0.1401297018098368,-0.5396015321948682,-0.06037672359416984,-0.6111961930435849,blues
-0.7995635108333956,-0.7134912582237318,-0.6034371330082458,-0.36708921653337656,-0.16755955678308787,-0.041061476408513986,-0.34274083266164856,-0.3089659901778561,-0.4612080986111885,-0.009042578935960943,0.16802394926776487,-0.15776040897556642,0.15311871134768093,-0.5862766838979485,0.044984796892430956,-0.23811736741323775,0.17989994829187253,-0.18826278682689868,0.12222350482670724,0.08980720803182485,0.06902624432630461,-0.046694179084213694,0.2829953582668837,0.13864504639946462,0.44314230349104494,-0.06765958361599189,-0.15518128827335145,0.14765054995392335,0.032657343336491895,-0.6337653455828043,-0.1353850258136726,-0.7501686787977963,0.061922163806712116,-0.53580037600159,-0.3238292529002579,-0.5930841437642382,blues
-0.6233745757507863,-0.6932452416623928,-0.5414634986977427,-0.5967931526251822,0.1419059066477537,-0.05480102173902268,-0.3936637800098801,-0.7308126979884353,-0.42706106184270054,-0.48968359885270707,0.13599409086669922,-0.45115597969940835,-0.031742826476892666,-0.0787271433811827,0.6770593009467017,0.10484049973312226,-0.03230349625298563,-0.1875664235198744,0.1128238247871235,-0.44755282268097385,0.3951383436495115,-0.04418214047601032,0.010133541184181812,-0.28191925827268904,-0.21485619595990413,-0.17414142960221257,-0.05574979428367682,-0.23989566688607167,-0.05714881906317082,-0.5252975087649662,0.03456859524451582,-0.5396053560694379,0.5688219918530363,-0.28963044914761715,0.07606242746920816,-0.8260712803654925,blues
-0.7764113288024761,-0.7460054760635083,-0.6386059872385887,-0.6582809044389366,-0.03102896266556554,-0.025982699964003375,-0.27083034642503967,-0.6148234241700041,-0.511121026766071,-0.37413033354092284,0.17843979649740183,-0.5729011451918412,0.27426293399954293,-0.24520270065966643,0.36823121862575325,-0.5564414903584654,0.13199498766031123,-0.7459832476636555,0.26184906079742853,-0.4220544411256949,0.10829432312134005,-0.5882397119179454,0.2423719859898451,-0.2605545009360064,-0.3817318908483176,-0.4492399524620514,0.15376218650264295,-0.06300647287709427,-0.10014100030581669,-0.6270710419143517,-0.019675592762460378,-0.7966145934710152,0.09089966879501005,-0.6391899329710243,0.3319445901343092,-0.3850711661018522,blues
-0.8765050992888379,-0.9339154262951099,-0.8103228823744631,-0.9004759076711458,0.07488458616703086,-0.37105268506120814,-0.49193690562084047,-0.7311783705919068,-0.7292406467485948,-0.6929791227421053,0.2374066519196123,-0.6558227562950373,0.28540432354367123,-0.0817695945193444,0.1788688422373237,-0.6738801562024015,0.5329238142072711,-0.6045536011194391,-0.0021369538841348457,-0.4993037787581518,0.5014032896767746,-0.3294930637061446,0.003834724964337368,-0.024349154366156478,0.005420881304889491,-0.6711095771804977,-0.09317526090161254,-0.5886529056912388,0.26700280817129496,-0.8184427944754666,-0.09155776913136363,-0.8420769291743475,0.5201713991764974,-0.589793110298152,0.20934096437120664,-0.5052258881392202,blues
-0.6228102931779896,-0.5207692307418308,-0.5056513364296016,-0.56226234346596,0.03200288523846506,-0.11049662334487853,-0.2693180784735363,-0.6628709060672577,-0.3837916225110156,-0.6430199363111017,0.050424278192038985,-0.3190124412169817,0.02998076314651997,-0.1846667457786727,0.4370275828265422,-0.036295970490632934,0.16007982881563326,-0.25447046729312617,0.2855713671302441,-0.3398226076262203,0.25246024186738497,-0.47006401481300686,0.29276633261063595,-0.21206902872009104,-0.44607854786727863,-0.4744335223909839,0.21950783792439943,-0.2096035684591817,0.15186182737468926,-0.6215469535621351,0.1891562003546389,-0.8628227323503421,0.2880362789710202,-0.5647477606427691,0.2702297145098421,-0.5717389271943863,blues
